sample	samples	_primary_site	SLC25A11	SLC25A12	SLC25A13	SLC16A1	SLC16A4	SLC16A7	MPC1	MPC2	GPD1	GPD1L	GPD2	LDHA	LDHB	LDHC	LDHD
GTEX-ZYFD-1526-SM-5NQ7T	GTEX-ZYFD-1526-SM-5NQ7T	Kidney	10.29	10.09	9.409	8.598	8.95	11.08	11.22	10.43	9.288	9.854	9.708	14.3	13.46	2.638	8.578
GTEX-11PRG-2226-SM-5GU5R	GTEX-11PRG-2226-SM-5GU5R	Kidney	10.13	10.27	9.268	8.475	7.724	8.165	10.71	10.09	6.152	9.087	9.745	13.69	12.96	1.265	6.943
GTEX-T6MN-1826-SM-5CHQB	GTEX-T6MN-1826-SM-5CHQB	Kidney	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GTEX-11GS4-2326-SM-5A5KS	GTEX-11GS4-2326-SM-5A5KS	Kidney															
GTEX-11TTK-1926-SM-5PNW8	GTEX-11TTK-1926-SM-5PNW8	Kidney															
GTEX-13OVI-1126-SM-5KLZF	GTEX-13OVI-1126-SM-5KLZF	Kidney															
GTEX-13OVL-1826-SM-5KLZR	GTEX-13OVL-1826-SM-5KLZR	Kidney															
GTEX-P4QS-1126-SM-3NMD5	GTEX-P4QS-1126-SM-3NMD5	Kidney															
GTEX-QDVN-1626-SM-48TZC	GTEX-QDVN-1626-SM-48TZC	Kidney															
GTEX-RN64-1626-SM-48FD7	GTEX-RN64-1626-SM-48FD7	Kidney															
GTEX-UPIC-1126-SM-4IHLO	GTEX-UPIC-1126-SM-4IHLO	Kidney															
GTEX-W5X1-1626-SM-5CHTN	GTEX-W5X1-1626-SM-5CHTN	Kidney															
GTEX-ZVZP-0926-SM-5GIDB	GTEX-ZVZP-0926-SM-5GIDB	Kidney															
GTEX-13N11-0926-SM-5IJG2	GTEX-13N11-0926-SM-5IJG2	Liver	12.87	8.516	11.95	11.1	7.14	8.663	12.47	12.31	13.24	7.917	8.895	14.65	10.21	3.816	12.98
GTEX-1497J-0726-SM-5Q5D1	GTEX-1497J-0726-SM-5Q5D1	Liver	12.03	7.378	10.95	11.74	6.209	8.449	11.65	11.77	13.23	8.274	8.532	15.6	11.1	3.412	12.34
GTEX-UPIC-0926-SM-4IHLV	GTEX-UPIC-0926-SM-4IHLV	Liver	12.03	6.565	12.73	11.02	6.001	8.045	13.15	12.34	12.14	6.97	8.547	14.93	9.868	2.679	12.83
GTEX-Y5LM-0426-SM-4VBRO	GTEX-Y5LM-0426-SM-4VBRO	Liver	11.88	6.676	12.7	12.24	5.959	9.255	13.59	13.22	13.33	7.529	8.896	16.16	10.33	6.645	12.31
GTEX-13NZ9-1326-SM-5MR3V	GTEX-13NZ9-1326-SM-5MR3V	Liver	11.81	6.702	11.76	11.41	5.285	8.427	12.98	12.84	12.45	8.193	8.456	15.86	10.41	3.192	12.18
GTEX-O5YT-0826-SM-3TW8N	GTEX-O5YT-0826-SM-3TW8N	Liver	11.74	8.78	10.52	11.21	6.609	9.221	10.83	11.25	10.13	9.425	9.486	15.44	12.81	2.817	10.72
GTEX-SJXC-1226-SM-4DM78	GTEX-SJXC-1226-SM-4DM78	Liver	11.72	6.416	13.02	11.26	7.608	9.303	12.46	12.22	13.62	6.646	7.756	13.36	9.011	2.874	13.24
GTEX-WY7C-0726-SM-4ONCB	GTEX-WY7C-0726-SM-4ONCB	Liver	11.7	6.777	12.24	11.67	5.544	9.276	12.85	12.66	12.97	7.521	8.595	15.05	9.422	5.964	12.16
GTEX-S32W-1926-SM-4AD63	GTEX-S32W-1926-SM-4AD63	Liver	11.69	8.407	12.16	10.97	5.976	9.747	13.07	12.37	11.64	7.534	8.328	15.9	10.64	1.328	11.65
GTEX-YECK-1926-SM-4W21H	GTEX-YECK-1926-SM-4W21H	Liver	11.69	7.317	13.14	11.02	7.409	8.656	13.18	12.77	13.74	7.032	8.09	14.08	9.528	3.531	12.91
GTEX-QEG4-1826-SM-4R1JN	GTEX-QEG4-1826-SM-4R1JN	Liver	11.68	6.967	12.57	12.83	8.472	8.472	11.87	12.58	14.09	6.769	7.7	13.62	7.935	3.643	12.94
GTEX-13SLX-1226-SM-5S2Q6	GTEX-13SLX-1226-SM-5S2Q6	Liver	11.67	6.746	12.05	11.63	6.944	8.126	12.09	12.71	13.97	7.769	8.126	13.41	9.197	3.329	13.21
GTEX-11DXY-0526-SM-5EGGQ	GTEX-11DXY-0526-SM-5EGGQ	Liver	11.66	7.223	12.55	10.83	9.411	7.697	11.75	12.2	14.26	6.949	8.005	13.5	8.922	2.406	13.1
GTEX-11NV4-1326-SM-5HL6V	GTEX-11NV4-1326-SM-5HL6V	Liver	11.66	6.84	12.82	9.741	7.397	6.768	12.39	12.27	14.5	6.308	7.762	13.23	9.677	3.079	13
GTEX-XOTO-0826-SM-4B65O	GTEX-XOTO-0826-SM-4B65O	Liver	11.64	6.539	12.47	12.39	7.707	8.179	12.65	12.71	12.92	6.823	8.198	14.94	9.032	3.063	13.09
GTEX-11NUK-1226-SM-5P9GM	GTEX-11NUK-1226-SM-5P9GM	Liver	11.62	7.277	12.99	10.39	7.881	8.664	12.21	12.48	13.16	7.227	7.734	13.07	9.314	5.789	13.52
GTEX-T6MN-1226-SM-3NMA5	GTEX-T6MN-1226-SM-3NMA5	Liver	11.6	7.162	12.86	10.82	8.387	7.065	12.1	12.59	13.98	7.601	8.203	12.92	9.866	6.597	12.91
GTEX-147JS-1126-SM-5RQIW	GTEX-147JS-1126-SM-5RQIW	Liver	11.6	6.63	12.63	11.52	7.675	9.232	12.71	12.84	13.62	7.641	8.573	14.17	9.445	2.561	12.66
GTEX-YB5E-0326-SM-5IFHU	GTEX-YB5E-0326-SM-5IFHU	Liver	11.59	7.158	12.36	11.26	6.254	8.136	12.36	12.7	12.41	7.974	9.108	15.6	10.54	2.935	12.04
GTEX-11ZUS-2526-SM-59872	GTEX-11ZUS-2526-SM-59872	Liver	11.56	7.197	12.66	11.85	8.581	8.571	11.96	12.1	14.82	7.404	7.827	13.17	9.208	6.255	12.85
GTEX-13FTZ-0726-SM-5IFFY	GTEX-13FTZ-0726-SM-5IFFY	Liver	11.55	6.545	12.95	11.54	7.801	8.44	12.82	12.51	13.85	6.796	8.092	13.56	8.574	6.599	12.67
GTEX-13NYB-1026-SM-5IFH3	GTEX-13NYB-1026-SM-5IFH3	Liver	11.54	7.529	12.65	11.19	6.875	8.489	12.14	12.18	13.36	7.347	7.997	12.91	9.196	0	12.74
GTEX-RN64-1826-SM-48FDV	GTEX-RN64-1826-SM-48FDV	Liver	11.54	7.194	12.52	11.37	8.747	7.793	12.1	12.13	13.84	6.349	7.938	12.85	8.848	0	12.95
GTEX-13FTW-1126-SM-5J2NV	GTEX-13FTW-1126-SM-5J2NV	Liver	11.51	7.35	12.57	10.67	5.954	9.937	13.04	12.82	12.78	7.472	8.593	15.49	9.953	1.381	12.57
GTEX-13112-1426-SM-5EGH8	GTEX-13112-1426-SM-5EGH8	Liver	11.51	6.834	12.72	10.67	8.41	8.076	12.18	12.24	13.35	7.382	7.964	13.25	9.697	6.475	12.81
GTEX-139TS-1426-SM-5IFJD	GTEX-139TS-1426-SM-5IFJD	Liver	11.5	6.686	12.48	12.34	8.009	8.483	13.33	12.88	13.37	6.778	7.826	14.59	9.329	1.433	12.88
GTEX-WZTO-0626-SM-4PQYY	GTEX-WZTO-0626-SM-4PQYY	Liver	11.5	6.355	12.28	11.3	8.401	8.809	12.07	11.99	13.98	6.693	7.928	12.63	8.584	3.184	12.67
GTEX-139TU-0826-SM-5IJFG	GTEX-139TU-0826-SM-5IJFG	Liver	11.49	7.154	12.32	11.41	6.424	8.149	12.64	12.12	13.84	7.035	8.64	14.8	8.72	1.529	12.69
GTEX-11ZTS-1426-SM-5EQMM	GTEX-11ZTS-1426-SM-5EQMM	Liver	11.48	7.504	12.61	10.89	8.149	9.133	12.15	12.27	13.32	6.975	8.787	13.78	9.15	3.164	12.92
GTEX-ZYT6-0626-SM-5E45V	GTEX-ZYT6-0626-SM-5E45V	Liver	11.48	6.502	13	10.73	9.095	8.991	12.58	12.93	13.23	6.736	7.412	13.52	9.555	3.695	13.7
GTEX-WQUQ-1926-SM-4OOSA	GTEX-WQUQ-1926-SM-4OOSA	Liver	11.46	6.765	12.23	10.71	4.958	9.161	12.81	12.42	11.8	7.357	7.901	15.69	9.001	0	12.44
GTEX-Y5V5-0926-SM-4VBPZ	GTEX-Y5V5-0926-SM-4VBPZ	Liver	11.45	7.002	12.63	10.73	6.347	10.11	12.82	12.33	13.51	6.77	8.745	14.41	8.925	2.429	12.91
GTEX-1212Z-0226-SM-59HLF	GTEX-1212Z-0226-SM-59HLF	Liver	11.44	7.101	12.3	11.58	6.967	8.183	12.9	12.76	13.36	7.101	8.158	14.12	9.598	6.345	13.15
GTEX-11TT1-1726-SM-5EQLJ	GTEX-11TT1-1726-SM-5EQLJ	Liver	11.43	7.327	11.12	11.41	5.502	10.1	11.42	11.22	9.45	8.061	8.79	17.1	10.56	4.876	10.93
GTEX-1399R-1226-SM-5P9GF	GTEX-1399R-1226-SM-5P9GF	Liver	11.43	6.879	12.94	10.97	8.385	9.28	12.77	12.88	13.51	7.556	8.184	14.83	10.24	4.034	13.16
GTEX-131XH-0626-SM-5LZWH	GTEX-131XH-0626-SM-5LZWH	Liver	11.42	6.366	12.43	11.39	7.442	8.979	12.27	12.08	13.25	7.016	7.91	13.28	8.922	1.795	13.05
GTEX-11EQ9-0526-SM-5A5JZ	GTEX-11EQ9-0526-SM-5A5JZ	Liver	11.4	6.882	12.6	11.44	6.614	8.749	12.7	12.46	13.65	7.684	8.248	15.53	10.07	2.49	12.24
GTEX-14753-1626-SM-5NQ9L	GTEX-14753-1626-SM-5NQ9L	Liver	11.39	7.326	12.44	10.33	8.706	8.366	12.26	12.81	13.25	6.709	8.219	15.54	9.167	3.455	13.25
GTEX-132AR-0426-SM-5IFH8	GTEX-132AR-0426-SM-5IFH8	Liver	11.38	7.359	10.82	11.59	6.588	9.519	10.72	11.57	9.332	8.236	8.778	15.22	11.14	3.096	10.82
GTEX-ZVT3-1626-SM-5GU66	GTEX-ZVT3-1626-SM-5GU66	Liver	11.38	7.18	12.71	10.68	6.416	9.147	12.58	12.13	13.6	7.26	8.349	13.2	9.668	2.355	12.57
GTEX-139UC-1426-SM-5IJGH	GTEX-139UC-1426-SM-5IJGH	Liver	11.38	6.571	12.24	11.71	5.994	7.453	13.36	12.88	11.75	7.237	8.321	14.27	9.259	2.638	12.8
GTEX-131YS-1626-SM-5HL6C	GTEX-131YS-1626-SM-5HL6C	Liver	11.37	8.446	12.65	11.05	8.71	8.799	11.67	12.25	13.73	8.11	8.123	13.22	9.828	3.709	12.9
GTEX-14C38-1526-SM-5RQJ7	GTEX-14C38-1526-SM-5RQJ7	Liver	11.37	7.971	10.71	10.23	6.085	10.19	11.76	11.43	8.152	7.036	7.742	16.09	10.89	1.465	11.27
GTEX-ZVP2-0626-SM-51MSO	GTEX-ZVP2-0626-SM-51MSO	Liver	11.37	7.738	12.42	10.94	7.576	9.716	12.44	12.53	12.8	7.533	8.106	15.61	9.934	5.745	12.52
GTEX-13OW6-2626-SM-5IFF2	GTEX-13OW6-2626-SM-5IFF2	Liver	11.36	7.469	12.68	10.83	8.441	8.51	12.53	12.64	13.28	7.406	8.076	13.43	9.516	3.388	12.89
GTEX-13113-1326-SM-5GCOI	GTEX-13113-1326-SM-5GCOI	Liver	11.35	6.208	11.99	11.81	5.786	8.263	12.89	12.27	11.94	6.953	8.358	15.7	8.438	1.625	12.43
GTEX-XBEC-1526-SM-4AT68	GTEX-XBEC-1526-SM-4AT68	Liver	11.34	6.882	11.95	10.31	7.532	7.107	12.26	11.66	13.04	7.452	7.845	13.73	9.23	2.579	12.14
GTEX-13QJC-0726-SM-5RQJK	GTEX-13QJC-0726-SM-5RQJK	Liver	11.33	6.196	11.41	11.41	7.285	8.191	11.98	12.19	12.75	6.733	8.494	14.79	7.936	6.616	11.92
GTEX-13FLV-0326-SM-5N9DJ	GTEX-13FLV-0326-SM-5N9DJ	Liver	11.31	7.963	12.46	11.15	8.466	9.846	13.46	12.93	13.63	8.111	8.644	14.82	10.58	7.031	13.02
GTEX-12WSI-0226-SM-5GCNA	GTEX-12WSI-0226-SM-5GCNA	Liver	11.3	8.04	12.39	10.76	7.586	8.648	11.88	11.88	13.36	8.212	8.286	13.5	10.31	5.434	12.08
GTEX-ZEX8-0826-SM-4WKHK	GTEX-ZEX8-0826-SM-4WKHK	Liver	11.3	6.674	12.95	10.67	6.574	8.293	12.97	12.65	13.4	6.608	8.052	15.53	9.373	3.643	12.88
GTEX-12696-0826-SM-5EGGE	GTEX-12696-0826-SM-5EGGE	Liver	11.29	8.245	11.94	10.19	6.848	10.35	12.63	12.2	12.9	7.438	8.168	15.27	9.394	6.269	12
GTEX-ZZPU-0426-SM-5GZYH	GTEX-ZZPU-0426-SM-5GZYH	Liver	11.28	7.134	12.94	11.8	6.299	9.38	12.51	12.72	13.39	7.114	8.53	15	8.628	2.318	12.55
GTEX-P78B-1326-SM-3P611	GTEX-P78B-1326-SM-3P611	Liver	11.28	6.102	12.52	11.06	7.032	8.925	13.08	12.72	12.64	7.463	8.233	15	9.426	2.707	12.65
GTEX-RU72-1426-SM-46MUF	GTEX-RU72-1426-SM-46MUF	Liver	11.27	8.367	12.25	11	6.716	8.367	13.45	12.83	12.71	7.114	8.108	15.01	9.401	2.369	12.49
GTEX-11ZVC-0726-SM-5FQT9	GTEX-11ZVC-0726-SM-5FQT9	Liver	11.27	8.097	12.59	11.93	7.966	10.03	13.14	12.36	13.41	7.27	8.293	14.43	8.969	6.564	12.48
GTEX-13VXU-0926-SM-5IFFH	GTEX-13VXU-0926-SM-5IFFH	Liver	11.26	6.665	12.75	10.92	8.452	7.606	12.06	12.67	14.24	6.885	7.951	13.48	9.016	3.696	12.56
GTEX-12WSL-0226-SM-5CVMJ	GTEX-12WSL-0226-SM-5CVMJ	Liver	11.25	6.823	12.24	11.79	5.047	8.483	12.78	12.57	12.7	7.387	8.148	16.22	9.363	0	11.68
GTEX-11OF3-0726-SM-5BC4Z	GTEX-11OF3-0726-SM-5BC4Z	Liver	11.24	7.177	12.84	10.44	8.066	8.742	12.85	12.03	13.26	7.136	8.477	13.92	9.085	2.352	12.53
GTEX-145LU-1326-SM-5LU9N	GTEX-145LU-1326-SM-5LU9N	Liver	11.24	6.677	12.4	9.752	7.947	7.871	12.25	12.07	12.86	7.458	8.166	13.08	9.297	0	12.64
GTEX-RWSA-1426-SM-47JXA	GTEX-RWSA-1426-SM-47JXA	Liver	11.24	6.563	12.54	11.4	8.041	9.173	11.85	12.09	12.52	7.153	9.287	14.94	9.778	3.06	12.87
GTEX-12WSM-0726-SM-5GCOW	GTEX-12WSM-0726-SM-5GCOW	Liver	11.23	7.31	12.31	11.34	7.805	8.518	11.67	12.16	13.55	7.131	8.077	13.8	9.49	2.236	12.33
GTEX-13PVR-0126-SM-5S2PY	GTEX-13PVR-0126-SM-5S2PY	Liver	11.22	8.4	12.45	10.24	6.168	10.35	12.21	12.45	12.99	7.687	8.032	15.62	8.611	2.6	11.8
GTEX-13O3O-1826-SM-5IFGW	GTEX-13O3O-1826-SM-5IFGW	Liver	11.21	7.149	12.13	10.22	6.928	9.569	12.13	12.07	13.42	7.595	8.616	14.8	8.837	1.695	12.1
GTEX-WYVS-1926-SM-4PQZ2	GTEX-WYVS-1926-SM-4PQZ2	Liver	11.2	8.155	12.04	10.81	8.317	9.89	12.56	12.31	11.75	8.349	8.789	14.91	11.11	2.031	12.64
GTEX-ZF29-2026-SM-4WWB7	GTEX-ZF29-2026-SM-4WWB7	Liver	11.2	7.312	12.58	11.07	6.675	9.2	12.24	12.63	12.75	7.517	8.545	15.82	9.111	2.336	12.27
GTEX-14A5I-1726-SM-5QGQ5	GTEX-14A5I-1726-SM-5QGQ5	Liver	11.19	5.779	12	11.01	6.337	9.97	11.6	11.96	12.98	5.928	7.934	14.33	8.287	0	12.05
GTEX-OOBJ-0826-SM-3NB2K	GTEX-OOBJ-0826-SM-3NB2K	Liver	11.18	6.692	12.45	10.47	6.388	9.838	12.54	12.73	12.03	7.404	8.357	15.59	9.74	3.611	13.06
GTEX-YFC4-1526-SM-5IFJS	GTEX-YFC4-1526-SM-5IFJS	Liver	11.17	7.828	12.06	10.96	6.656	10.57	12.26	12.13	12.03	6.277	8.286	14.29	8.404	2.937	12.28
GTEX-1399T-0826-SM-5IFES	GTEX-1399T-0826-SM-5IFES	Liver	11.17	7.244	12.77	10.83	7.708	8.385	12.87	12.75	13.41	7.382	8.4	14.26	9.884	6.503	12.59
GTEX-X261-1726-SM-4PQYT	GTEX-X261-1726-SM-4PQYT	Liver	11.16	6.988	11.78	11.26	5.999	9.13	11.89	11.83	12.51	7.016	7.766	14.29	9.688	1.815	11.78
GTEX-WFON-1726-SM-4LVMQ	GTEX-WFON-1726-SM-4LVMQ	Liver	11.16	6.614	12.06	11.14	7.095	9.617	12.6	12.43	11.68	7.364	8.055	15.44	9.54	1.657	12.52
GTEX-RTLS-1326-SM-46MUN	GTEX-RTLS-1326-SM-46MUN	Liver	11.16	5.853	12.16	12.85	7.723	7.141	12.62	12.3	12.13	6.817	8.292	15.69	9.553	5.853	12.87
GTEX-QDVN-0826-SM-48TZ2	GTEX-QDVN-0826-SM-48TZ2	Liver	11.13	7.932	11.5	10.84	5.91	10.32	12.05	11.8	11.59	7.922	8.731	15.34	10.97	1.427	11.08
GTEX-X4EP-1026-SM-4QAS5	GTEX-X4EP-1026-SM-4QAS5	Liver	11.13	5.723	11.21	12.08	5.808	9.193	12.21	11.75	11.95	7.148	8.343	14.55	7.861	2.083	12.51
GTEX-12KS4-1326-SM-5LUB3	GTEX-12KS4-1326-SM-5LUB3	Liver	11.11	7.29	12	11.04	6.418	9.909	13.52	12.8	10.89	7.878	8.746	14.74	10.45	0	12.32
GTEX-11DXZ-0126-SM-5EGGY	GTEX-11DXZ-0126-SM-5EGGY	Liver	11.11	6.898	12.29	11.4	8.95	9.301	12.01	12.44	12.54	7.54	8.095	14.45	9.544	6.38	12.97
GTEX-147F4-1426-SM-5LUA8	GTEX-147F4-1426-SM-5LUA8	Liver	11.1	8.209	12.23	10.99	7.621	8.128	11.52	12.02	12.16	8.068	7.552	14.32	9.772	2.488	12.43
GTEX-S33H-1626-SM-4AD68	GTEX-S33H-1626-SM-4AD68	Liver	11.09	6.704	12.03	11.3	6.24	9.734	13.31	12.52	11.93	7.543	8.431	15.18	9.409	5.146	12.14
GTEX-ZAB5-0426-SM-5CVMI	GTEX-ZAB5-0426-SM-5CVMI	Liver	11.08	6.84	12.42	11.28	6.84	8.961	12.44	12.6	12.38	8.168	8.519	15.17	10.26	2.203	12.71
GTEX-VUSG-0126-SM-4KL1X	GTEX-VUSG-0126-SM-4KL1X	Liver	11.07	7.03	11.69	12.2	6.533	9.806	13.03	12.54	11.02	7.956	8.196	16.25	9.91	0	12.09
GTEX-ZF2S-3026-SM-4WWCH	GTEX-ZF2S-3026-SM-4WWCH	Liver	11.06	6.258	12.53	11.26	7.464	9.762	12.56	12.56	13.05	7.305	8.163	14.97	9.458	2.345	12.74
GTEX-ZVT4-0626-SM-5E45T	GTEX-ZVT4-0626-SM-5E45T	Liver	11.05	6.903	11.85	11.28	7.601	8.405	12.15	12.15	11.87	6.723	8.733	14.16	9.676	1.591	12.59
GTEX-11WQC-0726-SM-5EQMR	GTEX-11WQC-0726-SM-5EQMR	Liver	11.05	6.819	12.38	11.06	7.878	9.939	12.58	12.4	13.66	7.399	8.517	14.19	9.926	2.999	12.17
GTEX-12ZZZ-1326-SM-59HKW	GTEX-12ZZZ-1326-SM-59HKW	Liver	11.01	7.435	12.14	9.854	7.935	8.74	11.59	11.21	13.23	8.037	8.057	12.13	9.941	6.184	11.73
GTEX-139YR-0226-SM-5IFEM	GTEX-139YR-0226-SM-5IFEM	Liver	11	7.755	10.95	11.14	6.304	10.07	12.17	11.95	10.92	8.017	7.817	15.58	10.45	1.374	12.06
GTEX-RNOR-1426-SM-48FDJ	GTEX-RNOR-1426-SM-48FDJ	Liver	10.99	8.043	12.5	11.78	8.183	8.729	11.95	12.06	13.24	7.732	7.747	12.63	9.649	2.447	12.69
GTEX-ZYY3-0626-SM-5NQ6W	GTEX-ZYY3-0626-SM-5NQ6W	Liver	10.98	7.396	10.93	12.97	7.28	8.647	12.44	11.98	9.816	8.356	8.933	15.68	10.46	1.393	11.83
GTEX-Z9EW-0426-SM-5CVM9	GTEX-Z9EW-0426-SM-5CVM9	Liver	10.96	6.473	12.56	10.9	6.402	9.822	12.61	12.72	11.63	7.258	8.303	15.84	9.387	1.652	11.87
GTEX-RM2N-1926-SM-48FCU	GTEX-RM2N-1926-SM-48FCU	Liver	10.95	7.204	12.41	10.9	7.259	10.72	12.1	12.41	12.63	7.493	8.557	15.47	9.323	0	12.09
GTEX-1269C-0626-SM-5FQSS	GTEX-1269C-0626-SM-5FQSS	Liver	10.94	8.54	12.16	10.79	7.2	10.02	13.03	12.34	12.61	7.617	8.56	14.44	9.785	4.217	11.85
GTEX-Q2AG-1126-SM-48U1P	GTEX-Q2AG-1126-SM-48U1P	Liver	10.93	7.556	12.12	10.08	7.047	8.309	12.15	11.71	12.72	7.471	8.053	13.29	9.407	0	12.02
GTEX-ZTPG-1426-SM-51MT3	GTEX-ZTPG-1426-SM-51MT3	Liver	10.9	6.871	10.7	12.95	6.753	8.913	11.44	11.97	9.113	7.715	9.01	15.94	10.62	3.11	11.24
GTEX-14E1K-0326-SM-5S2PE	GTEX-14E1K-0326-SM-5S2PE	Liver	10.88	8.158	12.45	11.22	8.419	9.954	12.1	12.57	11.72	6.862	8.182	15.42	8.542	2.513	12.64
GTEX-WYVS-1926-SM-4SOIC	GTEX-WYVS-1926-SM-4SOIC	Liver	10.88	7.782	11.84	10.63	8.147	9.86	12.38	12.11	11.55	8.38	8.656	14.68	10.95	2.146	12.45
GTEX-X4XY-1626-SM-46MVN	GTEX-X4XY-1626-SM-46MVN	Liver	10.87	6.761	11.44	11.5	4.659	10.09	11.82	11.47	9.039	7.719	9.339	14.92	8.352	0	10.25
GTEX-13OVJ-1026-SM-5IFGI	GTEX-13OVJ-1026-SM-5IFGI	Liver	10.77	8.248	10.57	11.23	6.62	9.007	11.19	11.43	10.38	7.837	8.793	14.93	11.65	3.381	11.61
GTEX-13NZB-0626-SM-5IFH6	GTEX-13NZB-0626-SM-5IFH6	Liver	10.71	6.304	11.78	10.68	6.658	8.957	12.63	11.87	12.07	7.5	8.262	14.58	9.08	2.322	12.03
GTEX-144GM-1326-SM-5LU5E	GTEX-144GM-1326-SM-5LU5E	Liver	10.71	6.179	11.58	10.42	4.772	11.2	12.45	11.92	7.775	7.379	9.372	16.12	9.588	1.526	11.43
GTEX-ZPU1-0826-SM-57WG2	GTEX-ZPU1-0826-SM-57WG2	Liver	10.7	6.628	12.72	10.96	5.915	11.58	12.94	12.93	12.54	7.805	8.96	16.28	9.269	3.843	12.03
GTEX-U8XE-1526-SM-4E3HT	GTEX-U8XE-1526-SM-4E3HT	Liver	10.68	6.602	11.57	10.4	5.089	10.44	12.53	11.8	9.915	6.602	9.477	16.36	10.15	4.884	11.59
GTEX-ZAB4-0826-SM-5LU9D	GTEX-ZAB4-0826-SM-5LU9D	Liver	10.66	7.648	10.82	11.61	7.756	7.756	11.7	11.21	8.377	7.439	8.859	14.8	10.56	2.769	11.82
GTEX-XXEK-1126-SM-4BRUX	GTEX-XXEK-1126-SM-4BRUX	Liver	10.64	6.458	11.27	13.36	7.101	10.8	11.15	12.04	10.6	6.853	8.517	16.68	9.311	5.112	11.16
GTEX-P44G-1126-SM-3NM9D	GTEX-P44G-1126-SM-3NM9D	Liver	10.57	7.446	10.36	10.35	7.033	11.85	10.62	11.47	11.67	6.761	9.54	14.91	9.547	1.451	11.66
GTEX-UTHO-2426-SM-4JBHD	GTEX-UTHO-2426-SM-4JBHD	Liver	10.5	8.751	10.97	10.51	7.719	9.045	13.32	12.57	9.812	8.45	7.882	14.48	10.92	2.441	11.36
GTEX-1192X-1026-SM-5H12P	GTEX-1192X-1026-SM-5H12P	Liver	10.49	9.262	9.921	10.21	9.174	10.63	11.11	11.15	8.737	9.376	9.275	13.82	12	0	9.901
GTEX-131XE-0326-SM-5LZVO	GTEX-131XE-0326-SM-5LZVO	Liver	10.46	7.349	10.33	11.82	6.777	9.019	11.82	11.44	7.744	8.065	8.922	15.16	10.99	2.793	10.57
GTEX-11TUW-1726-SM-5BC5C	GTEX-11TUW-1726-SM-5BC5C	Liver	10.44	6.163	11.49	11.88	6.574	10.17	11.99	11.95	11.96	6.715	8.871	16.32	9.615	2.301	11.7
GTEX-13PVQ-1526-SM-5IFEQ	GTEX-13PVQ-1526-SM-5IFEQ	Liver	10.43	7.829	10.56	11.48	7.472	10.87	12.15	12.28	11.45	5.835	8.865	15.5	9.873	5.781	12.27
GTEX-11UD2-1626-SM-5EQM3	GTEX-11UD2-1626-SM-5EQM3	Liver	10.29	7.997	10.98	11.39	8.294	9.33	11.08	11.33	12.38	8.186	9.463	14.19	11.8	3.094	11.2
GTEX-11GSP-0626-SM-5986T	GTEX-11GSP-0626-SM-5986T	Liver															
GTEX-12WSD-1426-SM-5GCN9	GTEX-12WSD-1426-SM-5GCN9	Liver															
GTEX-12WSG-0626-SM-5FQTQ	GTEX-12WSG-0626-SM-5FQTQ	Liver															
GTEX-132NY-0926-SM-5P9G3	GTEX-132NY-0926-SM-5P9G3	Liver															
GTEX-13N2G-0926-SM-5IFGJ	GTEX-13N2G-0926-SM-5IFGJ	Liver															
GTEX-13O1R-2026-SM-5KM3N	GTEX-13O1R-2026-SM-5KM3N	Liver															
GTEX-145MF-0826-SM-5QGQA	GTEX-145MF-0826-SM-5QGQA	Liver															
GTEX-145MO-2326-SM-5NQ9K	GTEX-145MO-2326-SM-5NQ9K	Liver															
GTEX-146FH-1526-SM-5NQBU	GTEX-146FH-1526-SM-5NQBU	Liver															
GTEX-14AS3-0126-SM-5Q5F4	GTEX-14AS3-0126-SM-5Q5F4	Liver															
GTEX-14DAQ-1726-SM-5S2R2	GTEX-14DAQ-1726-SM-5S2R2	Liver															
GTEX-PWOO-0826-SM-48TCL	GTEX-PWOO-0826-SM-48TCL	Liver															
GTEX-PX3G-0826-SM-48TZS	GTEX-PX3G-0826-SM-48TZS	Liver															
GTEX-Q734-0326-SM-48U15	GTEX-Q734-0326-SM-48U15	Liver															
GTEX-QESD-2026-SM-447BI	GTEX-QESD-2026-SM-447BI	Liver															
GTEX-QV44-0326-SM-4R1KD	GTEX-QV44-0326-SM-4R1KD	Liver															
GTEX-R53T-0326-SM-48FEC	GTEX-R53T-0326-SM-48FEC	Liver															
GTEX-REY6-1226-SM-48FDR	GTEX-REY6-1226-SM-48FDR	Liver															
GTEX-S4Z8-0526-SM-4AD4T	GTEX-S4Z8-0526-SM-4AD4T	Liver															
GTEX-T6MN-1226-SM-5CHSL	GTEX-T6MN-1226-SM-5CHSL	Liver															
GTEX-TKQ2-1726-SM-4DXUP	GTEX-TKQ2-1726-SM-4DXUP	Liver															
GTEX-TSE9-1126-SM-5CHRH	GTEX-TSE9-1126-SM-5CHRH	Liver															
GTEX-U3ZN-0226-SM-3DB8D	GTEX-U3ZN-0226-SM-3DB8D	Liver															
GTEX-U8XE-1526-SM-5CHRK	GTEX-U8XE-1526-SM-5CHRK	Liver															
GTEX-UPK5-1426-SM-4JBHH	GTEX-UPK5-1426-SM-4JBHH	Liver															
GTEX-W5X1-0126-SM-5CHR9	GTEX-W5X1-0126-SM-5CHR9	Liver															
GTEX-WFON-1726-SM-5CHT5	GTEX-WFON-1726-SM-5CHT5	Liver															
